pop1	pop2	chromosome	window_pos_1	window_pos_2	avg_dxy	no_sites	count_diffs	count_comparisons	count_missing
WTX	Sev	CM022188.2_RagTag	16450001	16500000	0.0017994805681658	49510	10138	5633848	307592
WTX	Butte	CM022188.2_RagTag	16450001	16500000	0.0018127847748859	49512	27374	15100524	743316
WTX	AZ	CM022188.2_RagTag	16450001	16500000	0.002156676174763	49512	41134	19072868	731932
Sev	AZ	CM022188.2_RagTag	16500001	16550000	0.002230570976125	48610	12480	5594980	238220
WTX	Butte	CM022188.2_RagTag	16500001	16550000	0.0022429766091326	48610	33074	14745584	809616
WTX	Sev	CM022188.2_RagTag	16500001	16550000	0.0022765892553701	48610	12540	5508240	324960
WTX	AZ	CM022188.2_RagTag	16500001	16550000	0.0023981392107251	48610	44870	18710340	733660
Butte	Sev	CM022188.2_RagTag	16500001	16550000	0.0020729797746122	48610	9140	4409112	257448
Butte	AZ	CM022188.2_RagTag	16500001	16550000	0.0023034151120484	48610	34496	14976024	579176
WTX	Butte	CM022188.2_RagTag	16550001	16600000	0.0020690822992415	49171	30694	14834596	900124
WTX	Sev	CM022188.2_RagTag	16550001	16600000	0.0020761860552827	49168	11450	5514920	385600
WTX	AZ	CM022188.2_RagTag	16550001	16600000	0.0019383719119002	49171	36536	18848808	819592
Butte	Sev	CM022188.2_RagTag	16550001	16600000	0.0020994773506534	49168	9268	4414432	305984
Butte	AZ	CM022188.2_RagTag	16550001	16600000	0.0020059723266999	49171	30272	15090936	643784
Sev	AZ	CM022188.2_RagTag	16550001	16600000	0.0019890541402136	49168	11156	5608696	291824
Butte	AZ	CM022188.2_RagTag	16600001	16650000	0.0021462642256308	49338	32532	15157500	630660
Sev	AZ	CM022188.2_RagTag	16600001	16650000	0.0024086376392598	49336	13650	5667104	253456
Butte	Sev	CM022188.2_RagTag	16600001	16650000	0.0023467972960579	49336	10440	4448616	287832
WTX	Butte	CM022188.2_RagTag	16600001	16650000	0.002388527762456	49338	35578	14895368	892792
WTX	Sev	CM022188.2_RagTag	16600001	16650000	0.0025691899778244	49336	14306	5568292	352268
WTX	AZ	CM022188.2_RagTag	16600001	16650000	0.0024302189325667	49338	46124	18979360	755840
WTX	Butte	CM022188.2_RagTag	16650001	16700000	0.0022570594928689	49155	34046	15084228	645372
WTX	Sev	CM022188.2_RagTag	16650001	16700000	0.0023104512112278	49141	12938	5599772	298828
WTX	AZ	CM022188.2_RagTag	16650001	16700000	0.0022891656274843	49155	43756	19114388	547612
Butte	Sev	CM022188.2_RagTag	16650001	16700000	0.0021030838355299	49141	9382	4461068	257812
Butte	AZ	CM022188.2_RagTag	16650001	16700000	0.0021832954392946	49155	33252	15230188	499412
Sev	AZ	CM022188.2_RagTag	16650001	16700000	0.0021736516357206	49141	12292	5655000	243600
WTX	AZ	CM022188.2_RagTag	16700001	16750000	0.002136774147976	49017	40656	19026812	579988
Butte	Sev	CM022188.2_RagTag	16700001	16750000	0.0020504907843569	49013	9042	4409676	295956
Butte	AZ	CM022188.2_RagTag	16700001	16750000	0.0020966933234458	49017	31848	15189632	495808
Sev	AZ	CM022188.2_RagTag	16700001	16750000	0.0019979034170298	49013	11176	5593864	288176
WTX	Butte	CM022188.2_RagTag	16700001	16750000	0.0021464223538347	49017	32194	14998912	686528
WTX	Sev	CM022188.2_RagTag	16700001	16750000	0.0020655126737163	49013	11408	5523084	358956
WTX	Sev	CM022188.2_RagTag	16750001	16800000	0.0016855007120982	49222	9482	5625628	281252
WTX	Butte	CM022188.2_RagTag	16750001	16800000	0.0017397140686945	49224	26138	15024308	727372
Butte	Sev	CM022188.2_RagTag	16750001	16800000	0.0016233823947667	49222	7306	4500480	225024
Butte	AZ	CM022188.2_RagTag	16750001	16800000	0.0017867049399423	49224	27208	15228032	523648
Sev	AZ	CM022188.2_RagTag	16750001	16800000	0.0017525138892689	49222	9992	5701524	205356
WTX	AZ	CM022188.2_RagTag	16750001	16800000	0.0018355793290506	49224	34942	19035952	653648
WTX	AZ	CM022188.2_RagTag	16800001	16850000	0.0018079542863657	49440	34510	19087872	688128
WTX	Sev	CM022188.2_RagTag	16800001	16850000	0.0015967042769729	49440	8964	5614064	318736
Sev	AZ	CM022188.2_RagTag	16800001	16850000	0.0015666180676274	49440	8940	5706560	226240
Butte	AZ	CM022188.2_RagTag	16800001	16850000	0.0015572706461144	49440	23844	15311404	509396
Butte	Sev	CM022188.2_RagTag	16800001	16850000	0.0013708874486749	49440	6174	4503652	242588
WTX	Butte	CM022188.2_RagTag	16800001	16850000	0.0015584093579422	49440	23482	15067928	752872
Butte	AZ	CM022188.2_RagTag	16850001	16900000	0.0042820057687455	48880	64970	15172796	468804
Butte	Sev	CM022188.2_RagTag	16850001	16900000	0.0043797495740595	48879	19434	4437240	255240
WTX	AZ	CM022188.2_RagTag	16850001	16900000	0.004302308076586	48880	81850	19024672	527328
WTX	Sev	CM022188.2_RagTag	16850001	16900000	0.0042845209459877	48879	23840	5564216	301384
WTX	Butte	CM022188.2_RagTag	16850001	16900000	0.0047997965903294	48880	72036	15008136	633464
Sev	AZ	CM022188.2_RagTag	16850001	16900000	0.0035938641967233	48879	20220	5626256	239344
Butte	AZ	CM022188.2_RagTag	16900001	16950000	0.0024598577253073	49354	37568	15272428	520852
WTX	Butte	CM022188.2_RagTag	16900001	16950000	0.0030494715514522	49354	45634	14964560	828720
WTX	Sev	CM022188.2_RagTag	16900001	16950000	0.003312584729459	49354	18424	5561820	360660
WTX	AZ	CM022188.2_RagTag	16900001	16950000	0.0031594432270962	49354	60016	18995752	745848
Butte	Sev	CM022188.2_RagTag	16900001	16950000	0.0028901734104046	49354	12924	4471704	266280
Sev	AZ	CM022188.2_RagTag	16900001	16950000	0.0029771090263127	49354	16900	5676648	245832
Sev	AZ	CM022188.2_RagTag	16950001	17000000	0.003971162802826	48636	21930	5522312	314128
Butte	Sev	CM022188.2_RagTag	16950001	17000000	0.0032635077414931	48636	14242	4364016	305136
Butte	AZ	CM022188.2_RagTag	16950001	17000000	0.0040864903213161	48637	61380	15020224	543616
WTX	Sev	CM022188.2_RagTag	16950001	17000000	0.0043822598065056	48636	23842	5440572	395868
WTX	AZ	CM022188.2_RagTag	16950001	17000000	0.0048223855592694	48637	90294	18723928	730872
WTX	Butte	CM022188.2_RagTag	16950001	17000000	0.0045637232996572	48637	67526	14796252	767588
Butte	AZ	CM022188.2_RagTag	17000001	17050000	0.0035437161940193	48275	52900	14927832	520168
Butte	Sev	CM022188.2_RagTag	17000001	17050000	0.0031141708848785	48268	13498	4334380	300020
Sev	AZ	CM022188.2_RagTag	17000001	17050000	0.0036508288841898	48268	20000	5478208	314792
WTX	Sev	CM022188.2_RagTag	17000001	17050000	0.0039560637556509	48268	21254	5372512	420488
WTX	Butte	CM022188.2_RagTag	17000001	17050000	0.0039141023552932	48275	57292	14637328	810672
WTX	AZ	CM022188.2_RagTag	17000001	17050000	0.0042550905548382	48275	78734	18503484	806516
WTX	Butte	CM022188.2_RagTag	17050001	17100000	0.002016116487572	48989	29810	14785852	890628
WTX	Sev	CM022188.2_RagTag	17050001	17100000	0.0021038016307376	48989	11552	5491012	387668
WTX	AZ	CM022188.2_RagTag	17050001	17100000	0.0020807365366735	48989	39102	18792384	803216
Butte	Sev	CM022188.2_RagTag	17050001	17100000	0.001802491760233	48989	7908	4387260	315684
Butte	AZ	CM022188.2_RagTag	17050001	17100000	0.0018248656283729	48989	27410	15020284	656196
Sev	AZ	CM022188.2_RagTag	17050001	17100000	0.0019256367151864	48989	10740	5577376	301304
Butte	AZ	CM022188.2_RagTag	17100001	17150000	0.0020993842845082	43786	28558	13603036	408484
Sev	AZ	CM022188.2_RagTag	17100001	17150000	0.0023903370673808	43786	12010	5024396	229924
Butte	Sev	CM022188.2_RagTag	17100001	17150000	0.0022634703721411	43786	8976	3965592	237864
WTX	AZ	CM022188.2_RagTag	17100001	17150000	0.0023206025003737	43786	39676	17097284	417116
WTX	Sev	CM022188.2_RagTag	17100001	17150000	0.0023972250935776	43786	11948	4984096	270224
WTX	Butte	CM022188.2_RagTag	17100001	17150000	0.002230156278442	43786	30090	13492328	519192
WTX	Butte	CM022188.2_RagTag	17150001	17200000	0.0021675567701117	44266	29576	13644856	520264
WTX	Sev	CM022188.2_RagTag	17150001	17200000	0.0024537345996896	44266	12560	5118728	193192
WTX	AZ	CM022188.2_RagTag	17150001	17200000	0.0022564970714879	44266	38964	17267472	438928
Butte	Sev	CM022188.2_RagTag	17150001	17200000	0.0023144260488578	44266	9426	4072716	176820
Butte	AZ	CM022188.2_RagTag	17150001	17200000	0.0021174522088241	44266	29088	13737264	427856
Sev	AZ	CM022188.2_RagTag	17150001	17200000	0.0023488424975572	44266	12106	5154028	157892
Sev	AZ	CM022188.2_RagTag	17200001	17250000	0.0020647062471531	48688	11586	5611452	231108
Butte	AZ	CM022188.2_RagTag	17200001	17250000	0.0017045529733406	48688	25762	15113640	466520
Butte	Sev	CM022188.2_RagTag	17200001	17250000	0.0020291292780808	48688	9000	4435400	238648
WTX	Butte	CM022188.2_RagTag	17200001	17250000	0.0020114101423249	48688	30126	14977552	602608
WTX	Sev	CM022188.2_RagTag	17200001	17250000	0.0022999023782443	48688	12788	5560236	282324
WTX	AZ	CM022188.2_RagTag	17200001	17250000	0.0020524074352845	48688	38884	18945556	529644
Butte	AZ	CM022188.2_RagTag	17250001	17300000	0.0023883903744988	48983	36334	15212756	461804
Sev	AZ	CM022188.2_RagTag	17250001	17300000	0.0026182394830514	48983	14820	5660292	217668
Butte	Sev	CM022188.2_RagTag	17250001	17300000	0.0027787066318998	48983	12498	4497776	204592
WTX	Sev	CM022188.2_RagTag	17250001	17300000	0.0029134184584623	48983	16366	5617456	260504
WTX	Butte	CM022188.2_RagTag	17250001	17300000	0.0028560277964273	48983	43118	15097192	577368
WTX	AZ	CM022188.2_RagTag	17250001	17300000	0.0027851514174091	48983	52914	18998608	594592
WTX	Butte	CM022188.2_RagTag	17300001	17350000	0.0018992675196997	49478	28768	15146892	686068
WTX	Sev	CM022188.2_RagTag	17300001	17350000	0.0019619911740603	49478	11042	5627956	309404
WTX	AZ	CM022188.2_RagTag	17300001	17350000	0.0018858387934309	49478	36102	19143736	647464
Butte	Sev	CM022188.2_RagTag	17300001	17350000	0.0014153455300734	49478	6400	4521864	228024
Butte	AZ	CM022188.2_RagTag	17300001	17350000	0.0013085478266297	49478	20124	15378880	454080
Sev	AZ	CM022188.2_RagTag	17300001	17350000	0.0014031288127549	49478	8018	5714372	222988
WTX	Sev	CM022188.2_RagTag	17350001	17400000	0.0020490286339353	48810	11404	5565564	291756
WTX	Butte	CM022188.2_RagTag	17350001	17400000	0.0020366897592907	48811	30262	14858424	761096
WTX	AZ	CM022188.2_RagTag	17350001	17400000	0.0021001394444294	48811	39658	18883508	640892
Butte	Sev	CM022188.2_RagTag	17350001	17400000	0.0016682764860251	48810	7420	4447704	238152
Butte	AZ	CM022188.2_RagTag	17350001	17400000	0.001678456678564	48811	25332	15092436	527084
Sev	AZ	CM022188.2_RagTag	17350001	17400000	0.0015927972449065	48810	9004	5652948	204372
Butte	Sev	CM022188.2_RagTag	17400001	17450000	0.0009348622074705	48910	4128	4415624	279736
WTX	Sev	CM022188.2_RagTag	17400001	17450000	0.0013528776486273	48910	7436	5496432	372768
Butte	AZ	CM022188.2_RagTag	17400001	17450000	0.0009138466058862	48910	13834	15138208	512992
WTX	AZ	CM022188.2_RagTag	17400001	17450000	0.0013737354268142	48910	25886	18843512	720488
Sev	AZ	CM022188.2_RagTag	17400001	17450000	0.0010770634220519	48910	6012	5581844	287356
WTX	Butte	CM022188.2_RagTag	17400001	17450000	0.0012238431356561	48910	18252	14913676	737524
Butte	AZ	CM022188.2_RagTag	17450001	17500000	0.0010316758437242	49089	15618	15138476	570004
Butte	Sev	CM022188.2_RagTag	17450001	17500000	0.0012008024567355	49089	5332	4440364	272180
Sev	AZ	CM022188.2_RagTag	17450001	17500000	0.0013915097348971	49089	7852	5642792	247888
WTX	AZ	CM022188.2_RagTag	17450001	17500000	0.0021263594144279	49089	40114	18865108	770492
WTX	Sev	CM022188.2_RagTag	17450001	17500000	0.00220682804526	49089	12210	5532828	357852
WTX	Butte	CM022188.2_RagTag	17450001	17500000	0.0019862351665779	49089	29476	14840136	868344
Butte	AZ	CM022188.2_RagTag	17500001	17550000	0.0020278133737808	48754	30332	14957984	643296
Butte	Sev	CM022188.2_RagTag	17500001	17550000	0.0020081634432509	48750	8844	4404024	276360
WTX	AZ	CM022188.2_RagTag	17500001	17550000	0.0023573948058233	48754	43880	18613768	887832
WTX	Butte	CM022188.2_RagTag	17500001	17550000	0.0021136422427201	48754	30984	14659056	942224
Sev	AZ	CM022188.2_RagTag	17500001	17550000	0.0020868074707278	48750	11668	5591316	259164
WTX	Sev	CM022188.2_RagTag	17500001	17550000	0.0022922483382203	48750	12558	5478464	372016
WTX	AZ	CM022188.2_RagTag	17550001	17600000	0.0022343427756998	49238	41832	18722284	972916
Butte	AZ	CM022188.2_RagTag	17550001	17600000	0.0016998380628426	49238	25730	15136736	619424
WTX	Butte	CM022188.2_RagTag	17550001	17600000	0.0022680570618531	49238	33452	14749188	1006972
WTX	Sev	CM022188.2_RagTag	17550001	17600000	0.0021319243840581	49237	11708	5491752	416808
Butte	Sev	CM022188.2_RagTag	17550001	17600000	0.0015514827381778	49237	6888	4439624	287224
Sev	AZ	CM022188.2_RagTag	17550001	17600000	0.0015830050339631	49237	8922	5636116	272444
Sev	AZ	CM022188.2_RagTag	17600001	17650000	0.0026073356118381	49011	14690	5634104	247216
Butte	AZ	CM022188.2_RagTag	17600001	17650000	0.0025928005654905	49011	39248	15137300	546220
Butte	Sev	CM022188.2_RagTag	17600001	17650000	0.0027685871873009	49011	12294	4440532	264524
WTX	AZ	CM022188.2_RagTag	17600001	17650000	0.0027644056792315	49011	52252	18901712	702688
WTX	Sev	CM022188.2_RagTag	17600001	17650000	0.0031133659048922	49011	17264	5545124	336196
WTX	Butte	CM022188.2_RagTag	17600001	17650000	0.0031234988987337	49011	46532	14897396	786124
WTX	Butte	CM022188.2_RagTag	17650001	17700000	0.0017780873523838	49127	26722	15028508	692132
WTX	Sev	CM022188.2_RagTag	17650001	17700000	0.0018317684536735	49126	10318	5632808	262432
Butte	AZ	CM022188.2_RagTag	17650001	17700000	0.0014374861324634	49127	21846	15197364	523276
Butte	Sev	CM022188.2_RagTag	17650001	17700000	0.0014671562221549	49126	6606	4502588	213604
WTX	AZ	CM022188.2_RagTag	17650001	17700000	0.0017247323761864	49127	32796	19015124	635676
Sev	AZ	CM022188.2_RagTag	17650001	17700000	0.0015254049256711	49126	8690	5696848	198392
WTX	Butte	CM022188.2_RagTag	17700001	17750000	0.0045733198725037	43716	60394	13205724	783396
WTX	Sev	CM022188.2_RagTag	17700001	17750000	0.004267000300435	43710	20736	4859620	386300
WTX	AZ	CM022188.2_RagTag	17700001	17750000	0.0046560342877859	43716	77982	16748588	737812
Butte	Sev	CM022188.2_RagTag	17700001	17750000	0.0039256641124471	43710	15314	3900996	295740
Butte	AZ	CM022188.2_RagTag	17700001	17750000	0.0043517898838471	43716	58522	13447800	541320
Sev	AZ	CM022188.2_RagTag	17700001	17750000	0.0041329027064511	43710	20454	4949064	296856
Sev	AZ	CM022188.2_RagTag	17750001	17800000	0.0032701827276196	49391	18714	5722616	204304
Butte	AZ	CM022188.2_RagTag	17750001	17800000	0.0034617684830534	49391	52952	15296228	508892
Butte	Sev	CM022188.2_RagTag	17750001	17800000	0.0035004046761793	49391	15812	4517192	224344
WTX	Sev	CM022188.2_RagTag	17750001	17800000	0.0033441946383681	49391	18864	5640820	286100
WTX	Butte	CM022188.2_RagTag	17750001	17800000	0.0036713504680706	49391	55360	15078920	726200
WTX	AZ	CM022188.2_RagTag	17750001	17800000	0.0035349118998756	49391	67542	19107124	649276
WTX	Butte	CM022188.2_RagTag	17800001	17850000	0.0044417345344248	48299	65388	14721276	734404
WTX	Sev	CM022188.2_RagTag	17800001	17850000	0.0041515835086843	48286	22350	5383488	412392
WTX	AZ	CM022188.2_RagTag	17800001	17850000	0.0043571489247417	48299	81248	18647056	672544
Butte	Sev	CM022188.2_RagTag	17800001	17850000	0.004078179750557	48286	17644	4326440	310264
Butte	AZ	CM022188.2_RagTag	17800001	17850000	0.004052282627061	48299	60726	14985628	470052
Sev	AZ	CM022188.2_RagTag	17800001	17850000	0.0039225679822944	48286	21488	5478044	317836
Sev	AZ	CM022188.2_RagTag	17850001	17900000	0.003495486970395	48852	19622	5613524	248956
Butte	AZ	CM022188.2_RagTag	17850001	17900000	0.0036297439169673	48854	54928	15132748	500532
Butte	Sev	CM022188.2_RagTag	17850001	17900000	0.003155185833382	48852	14026	4445380	244604
WTX	Sev	CM022188.2_RagTag	17850001	17900000	0.0033574935736464	48852	18542	5522572	339908
WTX	Butte	CM022188.2_RagTag	17850001	17900000	0.0035957634313841	48854	53532	14887520	745760
WTX	AZ	CM022188.2_RagTag	17850001	17900000	0.0035489576392842	48854	66730	18802704	738896
WTX	Butte	CM022188.2_RagTag	17900001	17950000	0.0033561737737264	48922	49940	14880040	775000
WTX	Sev	CM022188.2_RagTag	17900001	17950000	0.0033131698773574	48921	18342	5536088	334552
WTX	AZ	CM022188.2_RagTag	17900001	17950000	0.0032615354471713	48922	61524	18863508	705292
Butte	Sev	CM022188.2_RagTag	17900001	17950000	0.002445528331778	48921	10818	4423584	272928
Butte	AZ	CM022188.2_RagTag	17900001	17950000	0.0028963656878228	48922	43670	15077516	577524
Sev	AZ	CM022188.2_RagTag	17900001	17950000	0.0028914349619705	48921	16216	5608288	262352
Butte	AZ	CM022188.2_RagTag	17950001	18000000	0.0024452672476739	49086	37052	15152536	554984
Sev	AZ	CM022188.2_RagTag	17950001	18000000	0.0025015705722271	49084	14112	5641256	249064
Butte	Sev	CM022188.2_RagTag	17950001	18000000	0.0021844305412443	49084	9684	4433192	279064
WTX	Butte	CM022188.2_RagTag	17950001	18000000	0.0032193507221634	49086	47912	14882504	825016
WTX	Sev	CM022188.2_RagTag	17950001	18000000	0.0031065519150813	49084	17212	5540548	349772
WTX	AZ	CM022188.2_RagTag	17950001	18000000	0.003226727680744	49086	61104	18936832	697568
WTX	Butte	CM022188.2_RagTag	18000001	18050000	0.0037430676031538	47961	54388	14530328	817192
WTX	Sev	CM022188.2_RagTag	18000001	18050000	0.0037010356095244	47960	20016	5408216	347104
WTX	AZ	CM022188.2_RagTag	18000001	18050000	0.0038923490440971	47961	71734	18429488	754912
Butte	Sev	CM022188.2_RagTag	18000001	18050000	0.002841346548384	47960	12326	4338084	266172
Butte	AZ	CM022188.2_RagTag	18000001	18050000	0.0034985257044345	47961	51708	14779940	567580
Sev	AZ	CM022188.2_RagTag	18000001	18050000	0.0032254850771774	47960	17742	5500568	254752
Sev	AZ	CM022188.2_RagTag	18050001	18100000	0.0039897128063287	48723	22364	5605416	241584
Butte	Sev	CM022188.2_RagTag	18050001	18100000	0.0043092882166656	48723	19056	4422076	255524
Butte	AZ	CM022188.2_RagTag	18050001	18100000	0.0043008788175079	48725	64784	15062968	529032
WTX	Sev	CM022188.2_RagTag	18050001	18100000	0.0048600423011782	48723	26664	5486372	360628
WTX	Butte	CM022188.2_RagTag	18050001	18100000	0.0048944747180538	48725	72150	14741112	850888
WTX	AZ	CM022188.2_RagTag	18050001	18100000	0.0047476324965236	48725	88744	18692264	797736
WTX	Sev	CM022188.2_RagTag	18100001	18150000	0.0045164341280635	49072	24946	5523384	365376
Sev	AZ	CM022188.2_RagTag	18100001	18150000	0.0040977247200208	49072	23028	5619704	269056
Butte	AZ	CM022188.2_RagTag	18100001	18150000	0.0038944279985034	49073	59332	15235100	468260
Butte	Sev	CM022188.2_RagTag	18100001	18150000	0.003941290472343	49072	17522	4445752	265256
WTX	AZ	CM022188.2_RagTag	18100001	18150000	0.0045360962029918	49073	85838	18923320	705880
WTX	Butte	CM022188.2_RagTag	18100001	18150000	0.0040858835654753	49073	61178	14973016	730344
Sev	AZ	CM022188.2_RagTag	18150001	18200000	0.002725459766728	48164	14984	5497788	282132
Butte	AZ	CM022188.2_RagTag	18150001	18200000	0.003008352773698	48166	44784	14886552	526568
Butte	Sev	CM022188.2_RagTag	18150001	18200000	0.0028062226948059	48164	12140	4326100	297836
WTX	AZ	CM022188.2_RagTag	18150001	18200000	0.0033962381125208	48166	63108	18581736	684664
WTX	Butte	CM022188.2_RagTag	18150001	18200000	0.0034895251329789	48166	51026	14622620	790500
WTX	Sev	CM022188.2_RagTag	18150001	18200000	0.002916538260952	48164	15748	5399552	380368
Butte	AZ	CM022188.2_RagTag	18200001	18250000	0.00384925532353	48832	57950	15054860	571380
Butte	Sev	CM022188.2_RagTag	18200001	18250000	0.003591537397197	48828	15730	4379740	308132
WTX	AZ	CM022188.2_RagTag	18200001	18250000	0.0042340375372927	48832	79168	18697992	834808
WTX	Sev	CM022188.2_RagTag	18200001	18250000	0.0040580422115815	48828	22072	5439076	420764
WTX	Butte	CM022188.2_RagTag	18200001	18250000	0.0040182444140546	48832	59142	14718368	907872
Sev	AZ	CM022188.2_RagTag	18200001	18250000	0.0041860230982755	48828	23284	5562320	297520
WTX	AZ	CM022188.2_RagTag	18250001	18300000	0.004286751595151	47411	76606	17870408	1093992
WTX	Butte	CM022188.2_RagTag	18250001	18300000	0.0042771537687277	47411	60222	14079924	1091596
Butte	Sev	CM022188.2_RagTag	18250001	18300000	0.0038888088722454	47411	16308	4193572	357884
Butte	AZ	CM022188.2_RagTag	18250001	18300000	0.0040387582481044	47411	57934	14344508	827012
Sev	AZ	CM022188.2_RagTag	18250001	18300000	0.0038988179135892	47411	20746	5321100	368220
WTX	Sev	CM022188.2_RagTag	18250001	18300000	0.0041788217436443	47411	21848	5228268	461052
Butte	Sev	CM022188.2_RagTag	18300001	18350000	0.0029484748657199	48356	12652	4291032	351336
Butte	AZ	CM022188.2_RagTag	18300001	18350000	0.0029980574369233	48358	44430	14819596	654964
WTX	Sev	CM022188.2_RagTag	18300001	18350000	0.003096786915515	48356	16584	5355228	447732
WTX	Butte	CM022188.2_RagTag	18300001	18350000	0.0031043956270859	48358	45104	14529076	945484
Sev	AZ	CM022188.2_RagTag	18300001	18350000	0.0030151556450454	48356	16460	5459088	343872
WTX	AZ	CM022188.2_RagTag	18300001	18350000	0.0032709287511986	48358	60470	18487104	856096
Sev	AZ	CM022188.2_RagTag	18350001	18400000	0.0043077285613293	48923	24130	5601560	269680
Butte	AZ	CM022188.2_RagTag	18350001	18400000	0.0048013388670198	48927	72388	15076628	580012
WTX	Butte	CM022188.2_RagTag	18350001	18400000	0.0052754274599553	48927	77764	14740796	915844
WTX	Sev	CM022188.2_RagTag	18350001	18400000	0.0047564366937012	48923	26046	5475948	395292
WTX	AZ	CM022188.2_RagTag	18350001	18400000	0.0052563705690119	48927	98688	18774932	795868
Butte	Sev	CM022188.2_RagTag	18350001	18400000	0.004557128254377	48923	20044	4398384	298608
Butte	Sev	CM022188.2_RagTag	18400001	18450000	0.0049011987862209	48292	21314	4348732	287396
WTX	AZ	CM022188.2_RagTag	18400001	18450000	0.0055439388696083	48293	102914	18563336	753864
WTX	Sev	CM022188.2_RagTag	18400001	18450000	0.0052021672369208	48292	28140	5409284	385876
WTX	Butte	CM022188.2_RagTag	18400001	18450000	0.0053495214678937	48293	78318	14640188	813572
Butte	AZ	CM022188.2_RagTag	18400001	18450000	0.0051814068681583	48293	77324	14923360	530400
Sev	AZ	CM022188.2_RagTag	18400001	18450000	0.0051109487896858	48292	28184	5514436	280724
Butte	AZ	CM022188.2_RagTag	18450001	18500000	0.0042393549316268	49016	63934	15081068	604052
Butte	Sev	CM022188.2_RagTag	18450001	18500000	0.0039354460992985	49016	17262	4386288	319248
WTX	AZ	CM022188.2_RagTag	18450001	18500000	0.0045830015329603	49016	86006	18766304	840096
WTX	Sev	CM022188.2_RagTag	18450001	18500000	0.0045496715530659	49016	24834	5458416	423504
WTX	Butte	CM022188.2_RagTag	18450001	18500000	0.0047620093142169	49016	70272	14756796	928324
Sev	AZ	CM022188.2_RagTag	18450001	18500000	0.0039121750761099	49016	21820	5577460	304460
Butte	AZ	CM022188.2_RagTag	18500001	18550000	0.0046249104817548	46549	65898	14248492	647188
Butte	Sev	CM022188.2_RagTag	18500001	18550000	0.0046105685142476	46543	19064	4134848	333856
WTX	AZ	CM022188.2_RagTag	18500001	18550000	0.0048266355454041	46549	85660	17747352	872248
WTX	Sev	CM022188.2_RagTag	18500001	18550000	0.0048044544322548	46543	24740	5149388	436492
WTX	Butte	CM022188.2_RagTag	18500001	18550000	0.0048989369003946	46549	68234	13928328	967352
Sev	AZ	CM022188.2_RagTag	18500001	18550000	0.0044267000266444	46543	23326	5269388	316492
Butte	AZ	CM022188.2_RagTag	18550001	18600000	0.0047806258634796	48472	71282	14910600	600440
Sev	AZ	CM022188.2_RagTag	18550001	18600000	0.0044667950772414	48471	24730	5536408	280232
Butte	Sev	CM022188.2_RagTag	18550001	18600000	0.0044637894715567	48471	19436	4354148	299164
WTX	AZ	CM022188.2_RagTag	18550001	18600000	0.0048300008164773	48472	89918	18616560	772240
WTX	Sev	CM022188.2_RagTag	18550001	18600000	0.0046365895422499	48471	25204	5435892	380748
WTX	Butte	CM022188.2_RagTag	18550001	18600000	0.0049223811457024	48472	72070	14641288	869752
WTX	Butte	CM022188.2_RagTag	18600001	18650000	0.0042944616168932	48316	62942	14656552	804568
WTX	Sev	CM022188.2_RagTag	18600001	18650000	0.0039647018454698	48290	21260	5362320	435600
WTX	AZ	CM022188.2_RagTag	18600001	18650000	0.0041485126416153	48316	77098	18584492	741908
Butte	Sev	CM022188.2_RagTag	18600001	18650000	0.0038078685416337	48290	16388	4303720	334616
Butte	AZ	CM022188.2_RagTag	18600001	18650000	0.0039211108156446	48316	58510	14921792	539328
Sev	AZ	CM022188.2_RagTag	18600001	18650000	0.0034909833974898	48290	19052	5457488	340432
Butte	AZ	CM022188.2_RagTag	18650001	18700000	0.0045977147475599	48446	68400	14876956	625764
Butte	Sev	CM022188.2_RagTag	18650001	18700000	0.0045831453724416	48431	19710	4300540	350276
Sev	AZ	CM022188.2_RagTag	18650001	18700000	0.0044217322954733	48431	24122	5455328	358192
WTX	Butte	CM022188.2_RagTag	18650001	18700000	0.0047741362699947	48446	69476	14552580	950140
WTX	AZ	CM022188.2_RagTag	18650001	18700000	0.0049783442404648	48446	91922	18464372	914028
WTX	Sev	CM022188.2_RagTag	18650001	18700000	0.0047289199744872	48431	25238	5336948	476572
WTX	Butte	CM022188.2_RagTag	18700001	18750000	0.0049876469672458	48791	73686	14773700	839420
WTX	Sev	CM022188.2_RagTag	18700001	18750000	0.0047225212343317	48789	25814	5466148	388772
WTX	AZ	CM022188.2_RagTag	18700001	18750000	0.005100127064857	48791	95994	18821884	694516
Butte	Sev	CM022188.2_RagTag	18700001	18750000	0.0049193084920628	48789	21468	4364028	319908
Butte	AZ	CM022188.2_RagTag	18700001	18750000	0.0053207282525641	48791	79996	15034784	578336
Sev	AZ	CM022188.2_RagTag	18700001	18750000	0.0048176637602947	48789	26796	5562032	292888
Butte	AZ	CM022188.2_RagTag	18750001	18800000	0.0033732029805118	45986	47932	14209640	505880
Sev	AZ	CM022188.2_RagTag	18750001	18800000	0.0034973303485015	45986	18516	5294324	223996
Butte	Sev	CM022188.2_RagTag	18750001	18800000	0.0034035235124631	45986	14194	4170384	244272
WTX	Sev	CM022188.2_RagTag	18750001	18800000	0.003672198420224	45986	19100	5201244	317076
WTX	Butte	CM022188.2_RagTag	18750001	18800000	0.0035171286500363	45986	49102	13960820	754700
WTX	AZ	CM022188.2_RagTag	18750001	18800000	0.0034686488936071	45986	61478	17723904	670496
