pop	chromosome	window_pos_1	window_pos_2	avg_pi	no_sites	count_diffs	count_comparisons	count_missing
Sev	CM022191.2_RagTag	8100001	8150000	0.0040167935063546	48876	2743	682883	50302
AZ	CM022191.2_RagTag	8100001	8150000	0.0042907061668787	48879	39244	9146280	140730
AZ	CM022191.2_RagTag	8150001	8200000	0.006437244674478	48624	58520	9090846	147714
Sev	CM022191.2_RagTag	8150001	8200000	0.005825375727261	48624	3997	686136	43224
WTX	CM022191.2_RagTag	8150001	8200000	0.006867887447976	48624	61408	8941323	297237
Butte	CM022191.2_RagTag	8150001	8200000	0.006080646784492	48624	33896	5574407	260473
WTX	CM022191.2_RagTag	8200001	8250000	0.005294171377033	48629	47006	8878821	360689
Butte	CM022191.2_RagTag	8200001	8250000	0.0048779208141032	48629	27148	5565486	269994
Sev	CM022191.2_RagTag	8200001	8250000	0.0046473526531669	48628	3194	687273	42162
AZ	CM022191.2_RagTag	8200001	8250000	0.0043935918296743	48629	39852	9070483	169027
WTX	CM022191.2_RagTag	8250001	8300000	0.0057366741548486	48674	51257	8934968	313092
Butte	CM022191.2_RagTag	8250001	8300000	0.00555129373673	48674	31153	5611845	229035
Sev	CM022191.2_RagTag	8250001	8300000	0.0045913172537407	48674	3143	684553	45557
AZ	CM022191.2_RagTag	8250001	8300000	0.0056352669575629	48674	51141	9075169	172891
Butte	CM022191.2_RagTag	8300001	8350000	0.0039317847662876	49197	22340	5681898	221742
AZ	CM022191.2_RagTag	8300001	8350000	0.0037196121024032	49197	34259	9210369	137061
Sev	CM022191.2_RagTag	8300001	8350000	0.0037582107165991	49194	2605	693149	44806
WTX	CM022191.2_RagTag	8300001	8350000	0.0041354051969832	49197	37302	9020156	327274
AZ	CM022191.2_RagTag	8350001	8400000	0.0053903473650239	46249	46366	8601672	185638
Butte	CM022191.2_RagTag	8350001	8400000	0.0051075803162957	46249	27134	5312496	237384
WTX	CM022191.2_RagTag	8350001	8400000	0.0060384454560478	46249	51006	8446876	340434
Sev	CM022191.2_RagTag	8350001	8400000	0.005060561823146	46245	3314	654868	38867
AZ	CM022191.2_RagTag	8400001	8450000	0.0057491410499728	48677	52515	9134408	114222
Sev	CM022191.2_RagTag	8400001	8450000	0.0059825060499671	48677	4168	696698	33457
Butte	CM022191.2_RagTag	8400001	8450000	0.0058853477097841	48677	33108	5625496	215744
WTX	CM022191.2_RagTag	8400001	8450000	0.0065613566391146	48677	59101	9007436	241194
Sev	CM022191.2_RagTag	8450001	8500000	0.0053415763655262	48536	3736	699419	28651
Butte	CM022191.2_RagTag	8450001	8500000	0.0055440078860128	48538	31169	5622106	202454
WTX	CM022191.2_RagTag	8450001	8500000	0.005938280670732	48538	53275	8971452	250768
AZ	CM022191.2_RagTag	8450001	8500000	0.0056278437822612	48538	50911	9046271	175949
Butte	CM022191.2_RagTag	8500001	8550000	0.0055764870763134	43938	28394	5091736	180824
WTX	CM022191.2_RagTag	8500001	8550000	0.0063960596626732	43938	52351	8184883	163337
AZ	CM022191.2_RagTag	8500001	8550000	0.0055490397222157	43938	45595	8216737	131483
Sev	CM022191.2_RagTag	8500001	8550000	0.0054388429011146	43928	3458	635797	23273
AZ	CM022191.2_RagTag	8550001	8600000	0.005583910333736	48798	50785	9094881	176739
Sev	CM022191.2_RagTag	8550001	8600000	0.0055109483316453	48796	3858	700061	31909
Butte	CM022191.2_RagTag	8550001	8600000	0.005435737271506	48798	30388	5590410	265350
WTX	CM022191.2_RagTag	8550001	8600000	0.0060445629548089	48798	54296	8982618	289002
AZ	CM022191.2_RagTag	8600001	8650000	0.0056330286176542	48854	51362	9118008	164252
WTX	CM022191.2_RagTag	8600001	8650000	0.0059885648836008	48854	53498	8933359	348901
Sev	CM022191.2_RagTag	8600001	8650000	0.0049408192317406	48850	3443	696848	35962
Butte	CM022191.2_RagTag	8600001	8650000	0.0054414619369675	48854	30807	5661530	200950
AZ	CM022191.2_RagTag	8650001	8700000	0.0051928331708631	49216	47932	9230414	120626
Sev	CM022191.2_RagTag	8650001	8700000	0.0050065255688874	49214	3487	696491	41749
Butte	CM022191.2_RagTag	8650001	8700000	0.005705693584937	49216	32372	5673631	232289
WTX	CM022191.2_RagTag	8650001	8700000	0.0060093391575175	49216	54623	9089685	261355
AZ	CM022191.2_RagTag	8700001	8750000	0.0069870150725125	48983	64134	9179027	127743
Sev	CM022191.2_RagTag	8700001	8750000	0.0059337154176103	48983	4074	686585	48160
Butte	CM022191.2_RagTag	8700001	8750000	0.0068944033520395	48983	38753	5620936	257024
WTX	CM022191.2_RagTag	8700001	8750000	0.0073564986099858	48983	66356	9020052	286718
Sev	CM022191.2_RagTag	8750001	8800000	0.0034769112050369	48710	2379	684228	46467
AZ	CM022191.2_RagTag	8750001	8800000	0.004977381380905	48713	45313	9103783	151687
Butte	CM022191.2_RagTag	8750001	8800000	0.0045824317798837	48713	25736	5616232	229328
WTX	CM022191.2_RagTag	8750001	8800000	0.0049672467487589	48713	44446	8947814	307656
Butte	CM022191.2_RagTag	8800001	8850000	0.0054688054997139	48601	30716	5616583	215537
AZ	CM022191.2_RagTag	8800001	8850000	0.0053416631769857	48601	48485	9076761	157429
Sev	CM022191.2_RagTag	8800001	8850000	0.0050282431008417	48599	3469	689903	39112
WTX	CM022191.2_RagTag	8800001	8850000	0.0058338333974651	48601	52245	8955518	278672
Sev	CM022191.2_RagTag	8850001	8900000	0.0052130916944324	48928	3669	703805	30115
Butte	CM022191.2_RagTag	8850001	8900000	0.0061330961679204	48928	34811	5675926	195434
WTX	CM022191.2_RagTag	8850001	8900000	0.0063795744011317	48928	57738	9050447	245873
AZ	CM022191.2_RagTag	8850001	8900000	0.0058608178430554	48928	53750	9171075	125245
Sev	CM022191.2_RagTag	8900001	8950000	0.0040872032364679	48596	2848	696809	32161
AZ	CM022191.2_RagTag	8900001	8950000	0.0043028930283102	48598	39208	9112009	121611
WTX	CM022191.2_RagTag	8900001	8950000	0.0044742646948085	48598	40107	8963931	269689
Butte	CM022191.2_RagTag	8900001	8950000	0.0041881095331981	48598	23498	5610646	221114
AZ	CM022191.2_RagTag	8950001	9000000	0.0042703084927249	44138	35256	8256078	130142
Sev	CM022191.2_RagTag	8950001	9000000	0.0038610649827209	44138	2439	631691	30379
Butte	CM022191.2_RagTag	8950001	9000000	0.0045076959369896	44138	22968	5095286	201274
WTX	CM022191.2_RagTag	8950001	9000000	0.0047421609850005	44138	38743	8169904	216316
AZ	CM022191.2_RagTag	9000001	9050000	0.0047959749237078	48617	43646	9100548	136682
WTX	CM022191.2_RagTag	9000001	9050000	0.0053030922910552	48617	47960	9043780	193450
Butte	CM022191.2_RagTag	9000001	9050000	0.0048188402068897	48617	27162	5636626	197414
Sev	CM022191.2_RagTag	9000001	9050000	0.0043909883804167	48617	3067	698476	30779
Butte	CM022191.2_RagTag	9050001	9100000	0.00307730145789	44110	15615	5074251	218949
AZ	CM022191.2_RagTag	9050001	9100000	0.0033695826081054	44110	27800	8250280	130620
Sev	CM022191.2_RagTag	9050001	9100000	0.00298986020129	44109	1906	637488	24162
WTX	CM022191.2_RagTag	9050001	9100000	0.003556573493105	44110	29091	8179502	201398
WTX	CM022191.2_RagTag	9100001	9150000	0.0038825378376284	48842	34934	8997723	282257
Butte	CM022191.2_RagTag	9100001	9150000	0.0034509016288234	48842	19546	5664027	197013
Sev	CM022191.2_RagTag	9100001	9150000	0.0034470241548931	48842	2412	699734	32896
AZ	CM022191.2_RagTag	9100001	9150000	0.0037689175769068	48842	34403	9128085	151895
Sev	CM022191.2_RagTag	9150001	9200000	0.0041788136969089	48988	2960	708335	26485
AZ	CM022191.2_RagTag	9150001	9200000	0.0046785547010527	48988	42693	9125254	182466
Butte	CM022191.2_RagTag	9150001	9200000	0.0043130957692866	48988	24214	5614065	264495
WTX	CM022191.2_RagTag	9150001	9200000	0.0047814285839335	48988	42606	8910726	396994
AZ	CM022191.2_RagTag	9200001	9250000	0.0037742880755409	49158	34494	9139207	200813
Sev	CM022191.2_RagTag	9200001	9250000	0.0031796115462418	49158	2221	698513	38857
Butte	CM022191.2_RagTag	9200001	9250000	0.0037123967936078	49158	20867	5620897	278063
WTX	CM022191.2_RagTag	9200001	9250000	0.003710710790994	49158	32988	8889941	450079
Butte	CM022191.2_RagTag	9250001	9300000	0.0031133362092056	48976	17516	5626119	251001
AZ	CM022191.2_RagTag	9250001	9300000	0.0034981565426695	48976	31950	9133382	172058
Sev	CM022191.2_RagTag	9250001	9300000	0.0029226599236211	48973	2025	692862	41778
WTX	CM022191.2_RagTag	9250001	9300000	0.0036482706807751	48976	32244	8838160	467280
WTX	CM022191.2_RagTag	9300001	9350000	0.0039621793559841	43713	31730	8008219	297251
Butte	CM022191.2_RagTag	9300001	9350000	0.0035754665610613	43713	18057	5050250	195310
Sev	CM022191.2_RagTag	9300001	9350000	0.0030246886021697	43713	1897	627172	28523
AZ	CM022191.2_RagTag	9300001	9350000	0.0036586707409488	43713	29866	8163074	142396
AZ	CM022191.2_RagTag	9350001	9400000	0.0030749487077096	48620	27914	9077875	159925
Sev	CM022191.2_RagTag	9350001	9400000	0.0029237343815166	48620	2047	700132	29168
WTX	CM022191.2_RagTag	9350001	9400000	0.0034837548957492	48620	30858	8857684	380116
Butte	CM022191.2_RagTag	9350001	9400000	0.0031833139248359	48620	17886	5618673	215727
WTX	CM022191.2_RagTag	9400001	9450000	0.0040799575778088	48912	36585	8967005	326275
Butte	CM022191.2_RagTag	9400001	9450000	0.0040286544043733	48912	22832	5667401	202039
Sev	CM022191.2_RagTag	9400001	9450000	0.0034292639966925	48912	2422	706274	27406
AZ	CM022191.2_RagTag	9400001	9450000	0.0041857484916184	48912	38118	9106615	186665
AZ	CM022191.2_RagTag	9450001	9500000	0.0036535884052547	48538	33115	9063692	158528
WTX	CM022191.2_RagTag	9450001	9500000	0.0038314257585558	48538	34290	8949671	272549
Butte	CM022191.2_RagTag	9450001	9500000	0.0031341254365834	48538	17605	5617197	207363
Sev	CM022191.2_RagTag	9450001	9500000	0.0033668356016172	48538	2365	702440	25630
Sev	CM022191.2_RagTag	9500001	9550000	0.0010571019253141	49307	746	705703	33902
AZ	CM022191.2_RagTag	9500001	9550000	0.0029215776345102	49307	26846	9188871	179459
WTX	CM022191.2_RagTag	9500001	9550000	0.0029773373394952	49307	26517	8906280	462050
Butte	CM022191.2_RagTag	9500001	9550000	0.0027199533952476	49307	15529	5709289	207551
WTX	CM022191.2_RagTag	9550001	9600000	0.003656450316894	43699	29551	8081882	220928
Butte	CM022191.2_RagTag	9550001	9600000	0.0036464589500732	43699	18357	5034199	209681
Sev	CM022191.2_RagTag	9550001	9600000	0.0021422395227809	43699	1323	617578	37907
AZ	CM022191.2_RagTag	9550001	9600000	0.0027666158748257	43699	22614	8173885	128925
WTX	CM022191.2_RagTag	9600001	9650000	0.0027999183662326	48857	25230	9010977	271853
Butte	CM022191.2_RagTag	9600001	9650000	0.0027364239507337	48857	15466	5651902	210938
Sev	CM022191.2_RagTag	9600001	9650000	0.002179399275166	48854	1513	694228	38627
AZ	CM022191.2_RagTag	9600001	9650000	0.0024902525916848	48857	22728	9126785	156045
AZ	CM022191.2_RagTag	9650001	9700000	0.0024118572301487	49075	22171	9192501	131749
Sev	CM022191.2_RagTag	9650001	9700000	0.0021655798690184	49074	1531	706970	29155
WTX	CM022191.2_RagTag	9650001	9700000	0.0028170802456297	49075	25736	9135700	188550
Butte	CM022191.2_RagTag	9650001	9700000	0.0025742401866289	49075	14696	5708869	180131
Sev	CM022191.2_RagTag	9700001	9750000	0.0026747948729531	29393	1125	420593	20302
WTX	CM022191.2_RagTag	9700001	9750000	0.0029854114278229	29393	16114	5397581	187089
Butte	CM022191.2_RagTag	9700001	9750000	0.0026067116125424	29393	8853	3396233	130927
AZ	CM022191.2_RagTag	9700001	9750000	0.0024665376640319	29393	13537	5488260	96410
Sev	CM022191.2_RagTag	9750001	9800000	0.0017038675381313	49425	1201	704867	36508
AZ	CM022191.2_RagTag	9750001	9800000	0.0016248501483634	49425	14958	9205772	184978
Butte	CM022191.2_RagTag	9750001	9800000	0.0017828065692573	49425	10167	5702806	228194
WTX	CM022191.2_RagTag	9750001	9800000	0.0017995225404117	49425	16257	9034063	356687
WTX	CM022191.2_RagTag	9800001	9850000	0.0017846482584939	44060	14499	8124290	247110
Butte	CM022191.2_RagTag	9800001	9850000	0.0016297998152984	44060	8321	5105535	181665
Sev	CM022191.2_RagTag	9800001	9850000	0.0016256631204427	44060	1018	626206	34694
AZ	CM022191.2_RagTag	9800001	9850000	0.0015294035945173	44060	12597	8236544	134856
Butte	CM022191.2_RagTag	9850001	9900000	0.0033713495974894	48867	18998	5635132	228908
Sev	CM022191.2_RagTag	9850001	9900000	0.0033971478611776	48864	2411	709713	23292
WTX	CM022191.2_RagTag	9850001	9900000	0.0041008538329348	48867	37339	9105177	179553
AZ	CM022191.2_RagTag	9850001	9900000	0.0036416995389952	48867	33102	9089712	195018
WTX	CM022191.2_RagTag	9900001	9950000	0.0029849367835269	49231	27149	9095335	258555
Butte	CM022191.2_RagTag	9900001	9950000	0.0025379116828546	49231	14428	5684989	222731
Sev	CM022191.2_RagTag	9900001	9950000	0.0024845227604807	49230	1765	710398	28067
AZ	CM022191.2_RagTag	9900001	9950000	0.0026052228546424	49231	23934	9186930	166960
WTX	CM022191.2_RagTag	9950001	10000000	0.0025146159581008	49326	22892	9103577	268363
Butte	CM022191.2_RagTag	9950001	10000000	0.0025189347487746	49326	14440	5732582	186538
Sev	CM022191.2_RagTag	9950001	10000000	0.0023140025338468	49326	1642	709593	30297
AZ	CM022191.2_RagTag	9950001	10000000	0.0025089162582944	49326	23194	9244629	127311
AZ	CM022191.2_RagTag	10000001	10050000	0.0034372451887295	48742	31308	9108457	152523
Sev	CM022191.2_RagTag	10000001	10050000	0.003091848019132	48740	2150	695377	35753
WTX	CM022191.2_RagTag	10000001	10050000	0.0034966262207327	48742	31580	9031563	229417
Butte	CM022191.2_RagTag	10000001	10050000	0.0031697134272819	48742	17844	5629531	219509
WTX	CM022191.2_RagTag	10050001	10100000	0.0031491487063568	49339	28861	9164699	209711
Butte	CM022191.2_RagTag	10050001	10100000	0.0030160630138655	49339	17129	5679258	241422
Sev	CM022191.2_RagTag	10050001	10100000	0.0027039323270609	49336	1884	696763	43322
AZ	CM022191.2_RagTag	10050001	10100000	0.0030459516269156	49339	28143	9239477	134933
WTX	CM022191.2_RagTag	10100001	10150000	0.0027029219838427	49031	24486	9059085	256805
Butte	CM022191.2_RagTag	10100001	10150000	0.0025772968268092	49031	14592	5661746	221974
Sev	CM022191.2_RagTag	10100001	10150000	0.0022518730835696	49008	1565	694977	40488
AZ	CM022191.2_RagTag	10100001	10150000	0.0023586391990596	49031	21670	9187501	128389
AZ	CM022191.2_RagTag	10150001	10200000	0.0018966158095262	48566	17206	9071948	155592
Sev	CM022191.2_RagTag	10150001	10200000	0.0015749590248645	48565	1082	687002	41488
Butte	CM022191.2_RagTag	10150001	10200000	0.0017993229859761	48566	10076	5599884	228036
WTX	CM022191.2_RagTag	10150001	10200000	0.0018162809115091	48566	16132	8881886	345654
AZ	CM022191.2_RagTag	10200001	10250000	0.0020814614615857	49029	19105	9178647	136863
Sev	CM022191.2_RagTag	10200001	10250000	0.0019378396250826	49026	1348	695620	39815
Butte	CM022191.2_RagTag	10200001	10250000	0.0020691555590413	49029	11819	5711992	171488
WTX	CM022191.2_RagTag	10200001	10250000	0.0023185876056972	49029	20966	9042574	272936
AZ	CM022191.2_RagTag	10250001	10300000	0.0032082840754944	49130	29524	9202427	132273
Sev	CM022191.2_RagTag	10250001	10300000	0.0024329899247262	49130	1715	704894	32056
Butte	CM022191.2_RagTag	10250001	10300000	0.0029044716542747	49130	16596	5713948	181652
WTX	CM022191.2_RagTag	10250001	10300000	0.0031190832842085	49130	28429	9114537	220163
Sev	CM022191.2_RagTag	10300001	10350000	0.0027290838337358	48957	1937	709762	24593
AZ	CM022191.2_RagTag	10300001	10350000	0.0026815966312053	48957	24591	9170283	131547
Butte	CM022191.2_RagTag	10300001	10350000	0.0026214832066747	48957	14852	5665495	209345
WTX	CM022191.2_RagTag	10300001	10350000	0.0029874016315242	48957	27205	9106576	195254
Sev	CM022191.2_RagTag	10350001	10400000	0.0038736932651782	48656	2738	706819	23051
Butte	CM022191.2_RagTag	10350001	10400000	0.0037659000609858	48658	21131	5611142	227818
WTX	CM022191.2_RagTag	10350001	10400000	0.0042163749731287	48658	38345	9094305	150715
AZ	CM022191.2_RagTag	10350001	10400000	0.0037819970365401	48658	34279	9063730	181290
Butte	CM022191.2_RagTag	10400001	10450000	0.0031875783152469	43929	16179	5075640	195840
AZ	CM022191.2_RagTag	10400001	10450000	0.0027861324805141	43929	22874	8209947	136563
WTX	CM022191.2_RagTag	10400001	10450000	0.0032809544044356	43929	26885	8194262	152248
Sev	CM022191.2_RagTag	10400001	10450000	0.0027661844541375	43929	1763	637340	21595
AZ	CM022191.2_RagTag	10450001	10500000	0.0038939700123103	43656	31752	8154146	140494
Sev	CM022191.2_RagTag	10450001	10500000	0.0034679165848761	43656	2173	626601	28239
Butte	CM022191.2_RagTag	10450001	10500000	0.0039555562638724	43656	20104	5082471	156249
WTX	CM022191.2_RagTag	10450001	10500000	0.003915584128124	43656	31842	8132120	162520
AZ	CM022191.2_RagTag	10500001	10550000	0.0022602253773486	49305	20809	9206604	161346
Sev	CM022191.2_RagTag	10500001	10550000	0.0018020117727646	49305	1268	703658	35917
Butte	CM022191.2_RagTag	10500001	10550000	0.0026010829697282	49305	14737	5665717	250883
WTX	CM022191.2_RagTag	10500001	10550000	0.0027957039246848	49305	25372	9075353	292597
WTX	CM022191.2_RagTag	10550001	10600000	0.0024660721036552	49226	22081	8953915	399025
AZ	CM022191.2_RagTag	10550001	10600000	0.002694233250616	49226	24762	9190741	162199
Sev	CM022191.2_RagTag	10550001	10600000	0.0022174278714301	49225	1516	683675	54715
Butte	CM022191.2_RagTag	10550001	10600000	0.0024367473053571	49226	13828	5674778	232342
WTX	CM022191.2_RagTag	10600001	10650000	0.003249805340471	43953	26094	8029404	321666
Butte	CM022191.2_RagTag	10600001	10650000	0.0028612862009799	43953	14433	5044235	230125
Sev	CM022191.2_RagTag	10600001	10650000	0.0022137907545986	43953	1391	628334	30961
AZ	CM022191.2_RagTag	10600001	10650000	0.0030502089926379	43953	24998	8195504	155566
AZ	CM022191.2_RagTag	10650001	10700000	0.0023897369987201	48810	21840	9139081	134819
Sev	CM022191.2_RagTag	10650001	10700000	0.0018527500789604	48810	1314	709216	22934
WTX	CM022191.2_RagTag	10650001	10700000	0.0027330461125872	48810	24654	9020704	253196
Butte	CM022191.2_RagTag	10650001	10700000	0.0024560341411948	48810	13972	5688846	168354
Butte	CM022191.2_RagTag	10700001	10750000	0.0023295394440144	49538	13389	5747488	197072
AZ	CM022191.2_RagTag	10700001	10750000	0.0024652280899818	49538	22845	9266891	145329
Sev	CM022191.2_RagTag	10700001	10750000	0.0018300939628212	49538	1288	703789	39281
WTX	CM022191.2_RagTag	10700001	10750000	0.0028211425817655	49538	25957	9200882	211338
Sev	CM022191.2_RagTag	10750001	10800000	0.0015903527221321	49322	1107	696072	43758
Butte	CM022191.2_RagTag	10750001	10800000	0.0022427120701918	49322	12679	5653423	265217
AZ	CM022191.2_RagTag	10750001	10800000	0.0022740926293416	49322	20971	9221700	149480
WTX	CM022191.2_RagTag	10750001	10800000	0.0024732367441447	49322	22496	9095773	275407
Sev	CM022191.2_RagTag	10800001	10850000	0.0026358239355796	49305	1835	696177	43398
WTX	CM022191.2_RagTag	10800001	10850000	0.0031336629431651	49305	28301	9031284	336666
Butte	CM022191.2_RagTag	10800001	10850000	0.0029275808666921	49305	16713	5708809	207791
AZ	CM022191.2_RagTag	10800001	10850000	0.0030182520229033	49305	27787	9206322	161628
Sev	CM022191.2_RagTag	10850001	10900000	0.002553360739502	49354	1759	688896	51414
WTX	CM022191.2_RagTag	10850001	10900000	0.0035169650704544	49354	31756	9029376	347884
Butte	CM022191.2_RagTag	10850001	10900000	0.0036145746687964	49354	20463	5661247	261233
AZ	CM022191.2_RagTag	10850001	10900000	0.0034202297264953	49354	31567	9229497	147763
WTX	CM022191.2_RagTag	10900001	10950000	0.0031477266684807	49211	28237	8970601	379489
AZ	CM022191.2_RagTag	10900001	10950000	0.0027927789306824	49211	25719	9209107	140983
Sev	CM022191.2_RagTag	10900001	10950000	0.0023867978969432	49210	1642	687951	50214
Butte	CM022191.2_RagTag	10900001	10950000	0.0033323497569438	49211	18905	5673174	232146
Sev	CM022191.2_RagTag	10950001	11000000	0.0032345385463552	49320	2250	695617	44183
Butte	CM022191.2_RagTag	10950001	11000000	0.0039261458788464	49320	22204	5655419	262981
WTX	CM022191.2_RagTag	10950001	11000000	0.0037745046732623	49320	34007	9009659	361141
AZ	CM022191.2_RagTag	10950001	11000000	0.0037919456515352	49320	34852	9191060	179740
WTX	CM022191.2_RagTag	11000001	11050000	0.0037507757268443	49257	33677	8978676	380154
Butte	CM022191.2_RagTag	11000001	11050000	0.0033749523597092	49257	19216	5693710	217130
AZ	CM022191.2_RagTag	11000001	11050000	0.0029125246407083	49257	26722	9174858	183972
Sev	CM022191.2_RagTag	11000001	11050000	0.0021420359018505	49243	1483	692332	46523
Sev	CM022191.2_RagTag	11050001	11100000	0.0021863030985649	48277	1483	678314	45841
Butte	CM022191.2_RagTag	11050001	11100000	0.0030495263572369	48277	16965	5563159	230081
WTX	CM022191.2_RagTag	11050001	11100000	0.0032480492838734	48277	28666	8825605	347025
AZ	CM022191.2_RagTag	11050001	11100000	0.002861260001433	48277	25797	9015958	156672
AZ	CM022191.2_RagTag	11100001	11150000	0.0038469673386801	48733	35067	9115492	143778
Butte	CM022191.2_RagTag	11100001	11150000	0.0041500730466233	48733	23325	5620383	227577
Sev	CM022191.2_RagTag	11100001	11150000	0.0037326918461934	48732	2582	691726	39269
WTX	CM022191.2_RagTag	11100001	11150000	0.0044140296192488	48733	40121	9089427	169843
Butte	CM022191.2_RagTag	11150001	11200000	0.0031333479103278	49129	17755	5666463	229017
Sev	CM022191.2_RagTag	11150001	11200000	0.0022603651968867	49128	1597	706523	30412
WTX	CM022191.2_RagTag	11150001	11200000	0.00345252499726	49129	31313	9069594	264916
AZ	CM022191.2_RagTag	11150001	11200000	0.0030714218175754	49129	28163	9169369	165141
WTX	CM022191.2_RagTag	11200001	11250000	0.0033774564849824	49109	30856	9135869	194841
Butte	CM022191.2_RagTag	11200001	11250000	0.0030236762867108	49109	17242	5702330	190750
Sev	CM022191.2_RagTag	11200001	11250000	0.0024267603172545	49109	1722	709588	27047
AZ	CM022191.2_RagTag	11200001	11250000	0.003014361253416	49109	27736	9201286	129424
WTX	CM022191.2_RagTag	11250001	11300000	0.0035409055256858	49408	32021	9043167	344353
Butte	CM022191.2_RagTag	11250001	11300000	0.0033175121827554	49408	18844	5680160	248800
Sev	CM022191.2_RagTag	11250001	11300000	0.0028071187173757	49407	1986	707487	33633
AZ	CM022191.2_RagTag	11250001	11300000	0.0035000715553281	49408	32210	9202669	184851
AZ	CM022191.2_RagTag	11300001	11350000	0.0018887100647614	48638	17082	9044268	196952
Sev	CM022191.2_RagTag	11300001	11350000	0.0017929559262615	48632	1207	673190	56380
Butte	CM022191.2_RagTag	11300001	11350000	0.001930000003601	48638	10719	5553886	282674
WTX	CM022191.2_RagTag	11300001	11350000	0.0024520088996899	48638	21509	8771991	469229
AZ	CM022191.2_RagTag	11350001	11400000	0.0029189987984466	48859	26599	9112371	170839
Sev	CM022191.2_RagTag	11350001	11400000	0.0025618467509996	48859	1753	684272	48613
Butte	CM022191.2_RagTag	11350001	11400000	0.002896624171257	48859	16164	5580289	282791
WTX	CM022191.2_RagTag	11350001	11400000	0.0032470217508088	48859	28662	8827166	456044
Butte	CM022191.2_RagTag	11400001	11450000	0.0031022255833282	48912	17393	5606620	262820
WTX	CM022191.2_RagTag	11400001	11450000	0.0036151108923969	48912	32000	8851734	441546
AZ	CM022191.2_RagTag	11400001	11450000	0.0032448002664647	48912	29615	9126910	166370
Sev	CM022191.2_RagTag	11400001	11450000	0.0025593712924825	48910	1756	686106	47574
WTX	CM022191.2_RagTag	11450001	11500000	0.0032403993819271	49239	28768	8877918	477492
Butte	CM022191.2_RagTag	11450001	11500000	0.0032014679366607	49239	18093	5651470	257210
Sev	CM022191.2_RagTag	11450001	11500000	0.0025832430277623	49237	1795	694863	43722
AZ	CM022191.2_RagTag	11450001	11500000	0.0029882230585206	49239	27445	9184388	171022
WTX	CM022191.2_RagTag	11500001	11550000	0.0028183643799727	49359	25196	8939937	438273
Sev	CM022191.2_RagTag	11500001	11550000	0.0028833957066896	49358	2014	698482	41903
AZ	CM022191.2_RagTag	11500001	11550000	0.0030267426133248	49359	27881	9211553	166657
Butte	CM022191.2_RagTag	11500001	11550000	0.0028591346954442	49359	16208	5668848	254232
Butte	CM022191.2_RagTag	11550001	11600000	0.0033457683057263	48316	18428	5507853	290067
Sev	CM022191.2_RagTag	11550001	11600000	0.0028080435708308	48293	1886	671642	53098
WTX	CM022191.2_RagTag	11550001	11600000	0.0036018421174364	48316	31379	8711931	468109
AZ	CM022191.2_RagTag	11550001	11600000	0.0035997910379847	48316	32373	8993022	187018
Butte	CM022191.2_RagTag	11600001	11650000	0.0030965247603826	48924	17428	5628245	242635
WTX	CM022191.2_RagTag	11600001	11650000	0.0033345671925124	48924	29665	8896207	399353
Sev	CM022191.2_RagTag	11600001	11650000	0.0023570756381602	48920	1603	680080	53780
AZ	CM022191.2_RagTag	11600001	11650000	0.0032782019152992	48924	29885	9116278	179282
Butte	CM022191.2_RagTag	11650001	11700000	0.0033262755542875	49086	18748	5636334	253986
Sev	CM022191.2_RagTag	11650001	11700000	0.0031168548153543	49086	2174	697498	38792
WTX	CM022191.2_RagTag	11650001	11700000	0.0036984911538289	49086	33180	8971226	355114
AZ	CM022191.2_RagTag	11650001	11700000	0.0036802103562284	49086	33795	9182899	143441
AZ	CM022191.2_RagTag	11700001	11750000	0.0044779210108664	48227	40243	8986983	176147
Sev	CM022191.2_RagTag	11700001	11750000	0.0036357918564789	48219	2451	674131	49274
WTX	CM022191.2_RagTag	11700001	11750000	0.0044855817226603	48227	39086	8713697	449433
Butte	CM022191.2_RagTag	11700001	11750000	0.0041655133933474	48227	22755	5462712	324528
WTX	CM022191.2_RagTag	11750001	11800000	0.0037824691206869	48436	33056	8739265	463575
AZ	CM022191.2_RagTag	11750001	11800000	0.0034225626790898	48436	30919	9033874	168966
Sev	CM022191.2_RagTag	11750001	11800000	0.0032880376867618	48436	2237	680345	46195
Butte	CM022191.2_RagTag	11750001	11800000	0.0032303158258814	48436	17932	5551160	261160
Sev	CM022191.2_RagTag	11800001	11850000	0.0028710695489614	49363	1995	694863	45612
Butte	CM022191.2_RagTag	11800001	11850000	0.0029731090007363	49365	16741	5630806	292994
WTX	CM022191.2_RagTag	11800001	11850000	0.0034228279801422	49365	30427	8889433	489917
AZ	CM022191.2_RagTag	11800001	11850000	0.0030743855710865	49365	28295	9203465	175885
WTX	CM022191.2_RagTag	11850001	11900000	0.0031421350691717	49384	28152	8959513	423447
AZ	CM022191.2_RagTag	11850001	11900000	0.0026878472078345	49384	24779	9218902	164058
Sev	CM022191.2_RagTag	11850001	11900000	0.0020395347095391	49384	1416	694276	46484
Butte	CM022191.2_RagTag	11850001	11900000	0.0024527283411908	49384	13836	5641065	285015
AZ	CM022191.2_RagTag	11900001	11950000	0.0026620694061541	48041	23749	8921255	206535
Sev	CM022191.2_RagTag	11900001	11950000	0.0021148303566636	48041	1458	689417	31198
Butte	CM022191.2_RagTag	11900001	11950000	0.0026009954891839	48041	14236	5473289	291631
